seed,baseline_dice,variant_dice,delta_dice,baseline_hd95,variant_hd95,delta_hd95,baseline_ece,variant_ece,delta_ece
42,0.0333142913877964,0.029356220737099648,-0.0039580706506967545,117.30414581298828,130.41639709472656,13.112251281738281,0.49894721528336966,0.467923014041738,-0.031024201241631688
43,0.015716159716248512,0.012940820306539536,-0.0027753394097089767,137.56886291503906,145.28453063964844,7.715667724609375,0.23473996199193223,0.18955144295554097,-0.04518851903639126
44,0.04207758232951164,0.028974881395697594,-0.013102700933814049,120.57794189453125,114.91861724853516,-5.659324645996094,0.3915019731283062,0.4168013704595475,0.025299397331241313
mean,0.030369344477852184,0.023757307479778927,-0.00661203699807326,125.1503168741862,130.20651499430338,5.0561981201171875,0.375063050134536,0.3580919424856088,-0.016971107648927213
