seed,baseline_dice,variant_dice,delta_dice,baseline_hd95,variant_hd95,delta_hd95,baseline_ece,variant_ece,delta_ece
42,0.2061324566602707,0.15080085396766663,-0.055331602692604065,82.63140869140625,86.27730560302734,3.6458969116210938,0.293102686966952,0.2827650486163541,-0.010337638350597922
43,0.33891069889068604,0.2662448585033417,-0.07266584038734436,82.45320129394531,84.33089447021484,1.8776931762695312,0.20688406348812616,0.22383068201983358,0.016946618531707425
44,0.3680272698402405,0.3956716060638428,0.027644336223602295,80.38444519042969,80.23921966552734,-0.14522552490234375,0.22801134125962255,0.2702332568103381,0.042221915550715555
mean,0.3043568084637324,0.2709057728449504,-0.03345103561878204,81.82301839192708,83.61580657958984,1.7927881876627605,0.2426660305715669,0.25894299581550856,0.016276965243941687
