seed,baseline_dice,variant_dice,delta_dice,baseline_hd95,variant_hd95,delta_hd95,baseline_ece,variant_ece,delta_ece
42,0.05739373341202736,0.059145163744688034,0.001751430332660675,95.9041976928711,99.0076675415039,3.1034698486328125,0.5031800541837339,0.5082208546869843,0.005040800503250398
mean,0.05739373341202736,0.059145163744688034,0.001751430332660675,95.9041976928711,99.0076675415039,3.1034698486328125,0.5031800541837339,0.5082208546869843,0.005040800503250398
