seed,baseline_dice,synth_dice,delta_dice,baseline_hd95,synth_hd95,delta_hd95,baseline_ece,synth_ece,delta_ece
42,0.0333142913877964,0.03346867114305496,0.00015437975525856018,117.30414581298828,121.3414535522461,4.0373077392578125,0.49894721528336966,0.49410163090666737,-0.004845584376702294
43,0.015716159716248512,0.014057431370019913,-0.0016587283462285995,137.56886291503906,143.13868713378906,5.56982421875,0.23473996199193223,0.21155116778237992,-0.023188794209552305
44,0.04207758232951164,0.03948109969496727,-0.0025964826345443726,120.57794189453125,119.22225189208984,-1.3556900024414062,0.3915019731283062,0.4021105649693685,0.010608591841062276
mean,0.030369344477852184,0.02900240073601405,-0.0013669437418381374,125.1503168741862,127.90079752604167,2.7504806518554688,0.375063050134536,0.36925445455280526,-0.005808595581730774
